"ITTER107","Territory","TIPO_DATO_SDS_ICT","Data type","TIME","Select time","Value","Flag Codes","Flags"
"ITD5","Emilia-Romagna","COMM_3_12","between 3 months and a year ago","2019","2019",13.6,,
"ITD5","Emilia-Romagna","COMM_12_MORE","more than 1 year ago","2019","2019",7.3,,
"ITD5","Emilia-Romagna","COMM_NEVER","never","2019","2019",39.9,,
"ITE","Centro (I)","COMM_3","within the last 3 months","2019","2019",36.2,,
"ITE","Centro (I)","COMM_3_12","between 3 months and a year ago","2019","2019",13,,
"ITE","Centro (I)","COMM_12_MORE","more than 1 year ago","2019","2019",9.1,,
"ITE","Centro (I)","COMM_NEVER","never","2019","2019",40.4,,
"ITE1","Toscana","COMM_3","within the last 3 months","2019","2019",39.5,,
"ITE1","Toscana","COMM_3_12","between 3 months and a year ago","2019","2019",12.8,,
"ITE1","Toscana","COMM_12_MORE","more than 1 year ago","2019","2019",8.4,,
"ITE1","Toscana","COMM_NEVER","never","2019","2019",38,,
"ITE2","Umbria","COMM_3","within the last 3 months","2019","2019",33.8,,
"ITE2","Umbria","COMM_3_12","between 3 months and a year ago","2019","2019",13.1,,
"ITE2","Umbria","COMM_12_MORE","more than 1 year ago","2019","2019",10.9,,
"ITE2","Umbria","COMM_NEVER","never","2019","2019",41.6,,
"ITE3","Marche","COMM_3","within the last 3 months","2019","2019",34.9,,
"ITE3","Marche","COMM_3_12","between 3 months and a year ago","2019","2019",12.6,,
"ITE3","Marche","COMM_12_MORE","more than 1 year ago","2019","2019",9.4,,
"ITE3","Marche","COMM_NEVER","never","2019","2019",41.6,,
"ITE4","Lazio","COMM_3","within the last 3 months","2019","2019",34.6,,
"ITE4","Lazio","COMM_3_12","between 3 months and a year ago","2019","2019",13.2,,
"ITE4","Lazio","COMM_12_MORE","more than 1 year ago","2019","2019",9.3,,
"ITE4","Lazio","COMM_NEVER","never","2019","2019",41.5,,
"ITF","Sud","COMM_3","within the last 3 months","2019","2019",26.6,,
"ITF","Sud","COMM_3_12","between 3 months and a year ago","2019","2019",12.3,,
"ITF","Sud","COMM_12_MORE","more than 1 year ago","2019","2019",10.5,,
"ITF","Sud","COMM_NEVER","never","2019","2019",48.3,,
"ITF1","Abruzzo","COMM_3","within the last 3 months","2019","2019",31.8,,
"ITF1","Abruzzo","COMM_3_12","between 3 months and a year ago","2019","2019",15.8,,
"ITF1","Abruzzo","COMM_12_MORE","more than 1 year ago","2019","2019",8.2,,
"ITF1","Abruzzo","COMM_NEVER","never","2019","2019",42.6,,
"ITF2","Molise","COMM_3","within the last 3 months","2019","2019",32.8,,
"ITF2","Molise","COMM_3_12","between 3 months and a year ago","2019","2019",16,,
"ITF2","Molise","COMM_12_MORE","more than 1 year ago","2019","2019",7.2,,
"ITF2","Molise","COMM_NEVER","never","2019","2019",42.4,,
"ITF3","Campania","COMM_3","within the last 3 months","2019","2019",23.2,,
"ITF3","Campania","COMM_3_12","between 3 months and a year ago","2019","2019",10.2,,
"ITF3","Campania","COMM_12_MORE","more than 1 year ago","2019","2019",12,,
"ITF3","Campania","COMM_NEVER","never","2019","2019",51.7,,
"ITF4","Puglia","COMM_3","within the last 3 months","2019","2019",28.3,,
"ITF4","Puglia","COMM_3_12","between 3 months and a year ago","2019","2019",13,,
"ITF4","Puglia","COMM_12_MORE","more than 1 year ago","2019","2019",9.4,,
"ITF4","Puglia","COMM_NEVER","never","2019","2019",47.3,,
"ITF5","Basilicata","COMM_3","within the last 3 months","2019","2019",31.4,,
"ITF5","Basilicata","COMM_3_12","between 3 months and a year ago","2019","2019",13.7,,
"ITF5","Basilicata","COMM_12_MORE","more than 1 year ago","2019","2019",9.9,,
"ITF5","Basilicata","COMM_NEVER","never","2019","2019",43.2,,
"ITF6","Calabria","COMM_3","within the last 3 months","2019","2019",27.2,,
"ITF6","Calabria","COMM_3_12","between 3 months and a year ago","2019","2019",13.3,,
"ITF6","Calabria","COMM_12_MORE","more than 1 year ago","2019","2019",10.4,,
"ITF6","Calabria","COMM_NEVER","never","2019","2019",46.5,,
"ITG","Isole","COMM_3","within the last 3 months","2019","2019",27.3,,
"ITG","Isole","COMM_3_12","between 3 months and a year ago","2019","2019",10.8,,
"ITG","Isole","COMM_12_MORE","more than 1 year ago","2019","2019",13.2,,
"ITG","Isole","COMM_NEVER","never","2019","2019",47,,
"ITG1","Sicilia","COMM_3","within the last 3 months","2019","2019",24.4,,
"ITG1","Sicilia","COMM_3_12","between 3 months and a year ago","2019","2019",9.5,,
"ITG1","Sicilia","COMM_12_MORE","more than 1 year ago","2019","2019",13.5,,
"ITG1","Sicilia","COMM_NEVER","never","2019","2019",51.1,,
"ITG2","Sardegna","COMM_3","within the last 3 months","2019","2019",35.8,,
"ITG2","Sardegna","COMM_3_12","between 3 months and a year ago","2019","2019",14.6,,
"ITG2","Sardegna","COMM_12_MORE","more than 1 year ago","2019","2019",12.4,,
"ITG2","Sardegna","COMM_NEVER","never","2019","2019",35.1,,
"2","metropolitan area - centre","COMM_3","within the last 3 months","2019","2019",37.1,,
"2","metropolitan area - centre","COMM_3_12","between 3 months and a year ago","2019","2019",11.2,,
"2","metropolitan area - centre","COMM_12_MORE","more than 1 year ago","2019","2019",7.5,,
"2","metropolitan area - centre","COMM_NEVER","never","2019","2019",43.2,,
"3","metropolitan area - suburbs","COMM_3","within the last 3 months","2019","2019",35.8,,
"3","metropolitan area - suburbs","COMM_3_12","between 3 months and a year ago","2019","2019",12.2,,
"3","metropolitan area - suburbs","COMM_12_MORE","more than 1 year ago","2019","2019",9.1,,
"3","metropolitan area - suburbs","COMM_NEVER","never","2019","2019",40.5,,
"6","until 2,000 inhab.","COMM_3","within the last 3 months","2019","2019",36.4,,
"6","until 2,000 inhab.","COMM_3_12","between 3 months and a year ago","2019","2019",13.6,,
"6","until 2,000 inhab.","COMM_12_MORE","more than 1 year ago","2019","2019",10.1,,
"6","until 2,000 inhab.","COMM_NEVER","never","2019","2019",38.9,,
"7","2,001 - 10,000 inhab.","COMM_3","within the last 3 months","2019","2019",34.2,,
"7","2,001 - 10,000 inhab.","COMM_3_12","between 3 months and a year ago","2019","2019",13.1,,
"7","2,001 - 10,000 inhab.","COMM_12_MORE","more than 1 year ago","2019","2019",9.2,,
"7","2,001 - 10,000 inhab.","COMM_NEVER","never","2019","2019",41.8,,
"8","10,001 - 50,000 inhab.","COMM_3","within the last 3 months","2019","2019",33.5,,
"8","10,001 - 50,000 inhab.","COMM_3_12","between 3 months and a year ago","2019","2019",12.7,,
"8","10,001 - 50,000 inhab.","COMM_12_MORE","more than 1 year ago","2019","2019",8.9,,
"8","10,001 - 50,000 inhab.","COMM_NEVER","never","2019","2019",43.6,,
"9","50,001 inhab. and over","COMM_3","within the last 3 months","2019","2019",34,,
"9","50,001 inhab. and over","COMM_3_12","between 3 months and a year ago","2019","2019",13.4,,
"9","50,001 inhab. and over","COMM_12_MORE","more than 1 year ago","2019","2019",9.6,,
"9","50,001 inhab. and over","COMM_NEVER","never","2019","2019",42.1,,
