"ITTER107","Territory","TIPO_DATO_SDS_ICT","Data type","TIME","Select time","Value","Flag Codes","Flags"
"ITC1","Piemonte","FAM_NO_OTH","other","2019","2019",5.2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","FAM_INT_YES","households with internet access at home","2019","2019",77.4,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",13.9,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","FAM_NO_USE"," not useful, not interesting ","2019","2019",24.7,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","FAM_NO_EQUI","equipment costs too high","2019","2019",3.5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","FAM_NO_COST","access costs too high","2019","2019",6.3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","FAM_NO_SKIL","lack of skills","2019","2019",53.4,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","FAM_NO_SEC","privacy or security concerns","2019","2019",2.5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",2.4,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","FAM_NO_OTH","other","2019","2019",2.5,,
"ITC3","Liguria","FAM_INT_YES","households with internet access at home","2019","2019",75.9,,
"ITC3","Liguria","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",12.5,,
"ITC3","Liguria","FAM_NO_USE"," not useful, not interesting ","2019","2019",20.3,,
"ITC3","Liguria","FAM_NO_EQUI","equipment costs too high","2019","2019",4.6,,
"ITC3","Liguria","FAM_NO_COST","access costs too high","2019","2019",6.9,,
"ITC3","Liguria","FAM_NO_SKIL","lack of skills","2019","2019",55.4,,
"ITC3","Liguria","FAM_NO_SEC","privacy or security concerns","2019","2019",3.9,,
"ITC3","Liguria","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",5.1,,
"ITC3","Liguria","FAM_NO_OTH","other","2019","2019",3.8,,
"ITC4","Lombardia","FAM_INT_YES","households with internet access at home","2019","2019",79,,
"ITC4","Lombardia","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",9.6,,
"ITC4","Lombardia","FAM_NO_USE"," not useful, not interesting ","2019","2019",23.3,,
"ITC4","Lombardia","FAM_NO_EQUI","equipment costs too high","2019","2019",7.2,,
"ITC4","Lombardia","FAM_NO_COST","access costs too high","2019","2019",7,,
"ITC4","Lombardia","FAM_NO_SKIL","lack of skills","2019","2019",57.4,,
"ITC4","Lombardia","FAM_NO_SEC","privacy or security concerns","2019","2019",1.3,,
"ITC4","Lombardia","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",1.2,,
"ITC4","Lombardia","FAM_NO_OTH","other","2019","2019",7.8,,
"ITD","Nord-est","FAM_INT_YES","households with internet access at home","2019","2019",79.8,,
"ITD","Nord-est","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",8.6,,
"ITD","Nord-est","FAM_NO_USE"," not useful, not interesting ","2019","2019",31.7,,
"ITD","Nord-est","FAM_NO_EQUI","equipment costs too high","2019","2019",4.4,,
"ITD","Nord-est","FAM_NO_COST","access costs too high","2019","2019",5.7,,
"ITD","Nord-est","FAM_NO_SKIL","lack of skills","2019","2019",57.8,,
"ITD","Nord-est","FAM_NO_SEC","privacy or security concerns","2019","2019",2.9,,
"ITD","Nord-est","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",1,,
"ITD","Nord-est","FAM_NO_OTH","other","2019","2019",6.6,,
"ITDA","Trentino Alto Adige / Südtirol","FAM_INT_YES","households with internet access at home","2019","2019",81.1,,
"ITDA","Trentino Alto Adige / Südtirol","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",7.2,,
"ITDA","Trentino Alto Adige / Südtirol","FAM_NO_USE"," not useful, not interesting ","2019","2019",43.4,,
"ITDA","Trentino Alto Adige / Südtirol","FAM_NO_EQUI","equipment costs too high","2019","2019",1.7,,
"ITDA","Trentino Alto Adige / Südtirol","FAM_NO_COST","access costs too high","2019","2019",3.4,,
"ITDA","Trentino Alto Adige / Südtirol","FAM_NO_SKIL","lack of skills","2019","2019",48.6,,
"ITDA","Trentino Alto Adige / Südtirol","FAM_NO_SEC","privacy or security concerns","2019","2019",4.2,,
"ITDA","Trentino Alto Adige / Südtirol","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",1.8,,
"ITDA","Trentino Alto Adige / Südtirol","FAM_NO_OTH","other","2019","2019",4.8,,
"ITD1","Provincia Autonoma Bolzano / Bozen","FAM_INT_YES","households with internet access at home","2019","2019",80,,
"ITD1","Provincia Autonoma Bolzano / Bozen","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",9.1,,
"ITD1","Provincia Autonoma Bolzano / Bozen","FAM_NO_USE"," not useful, not interesting ","2019","2019",44.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","FAM_NO_EQUI","equipment costs too high","2019","2019",2.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","FAM_NO_COST","access costs too high","2019","2019",2,,
"ITD1","Provincia Autonoma Bolzano / Bozen","FAM_NO_SKIL","lack of skills","2019","2019",40.7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","FAM_NO_SEC","privacy or security concerns","2019","2019",4.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",1.9,,
"ITD1","Provincia Autonoma Bolzano / Bozen","FAM_NO_OTH","other","2019","2019",8.4,,
"ITD2","Provincia Autonoma Trento","FAM_INT_YES","households with internet access at home","2019","2019",82.3,,
"ITD2","Provincia Autonoma Trento","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",5.3,,
"ITD2","Provincia Autonoma Trento","FAM_NO_USE"," not useful, not interesting ","2019","2019",42.2,,
"ITD2","Provincia Autonoma Trento","FAM_NO_EQUI","equipment costs too high","2019","2019",1,,
"ITD2","Provincia Autonoma Trento","FAM_NO_COST","access costs too high","2019","2019",4.8,,
"ITD2","Provincia Autonoma Trento","FAM_NO_SKIL","lack of skills","2019","2019",57,,
"ITD2","Provincia Autonoma Trento","FAM_NO_SEC","privacy or security concerns","2019","2019",3.7,,
"ITD2","Provincia Autonoma Trento","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",1.6,,
"ITD2","Provincia Autonoma Trento","FAM_NO_OTH","other","2019","2019",0.9,,
"ITD3","Veneto","FAM_INT_YES","households with internet access at home","2019","2019",80.6,,
"ITD3","Veneto","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",8.6,,
"ITD3","Veneto","FAM_NO_USE"," not useful, not interesting ","2019","2019",28.6,,
"ITD3","Veneto","FAM_NO_EQUI","equipment costs too high","2019","2019",5.2,,
"ITD3","Veneto","FAM_NO_COST","access costs too high","2019","2019",7.4,,
"ITD3","Veneto","FAM_NO_SKIL","lack of skills","2019","2019",56.4,,
"ITD3","Veneto","FAM_NO_SEC","privacy or security concerns","2019","2019",2.2,,
"ITD3","Veneto","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",0,,
"ITD3","Veneto","FAM_NO_OTH","other","2019","2019",5.9,,
"ITD4","Friuli-Venezia Giulia","FAM_INT_YES","households with internet access at home","2019","2019",78.7,,
"ITD4","Friuli-Venezia Giulia","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",7.5,,
"ITD4","Friuli-Venezia Giulia","FAM_NO_USE"," not useful, not interesting ","2019","2019",28.9,,
"ITD4","Friuli-Venezia Giulia","FAM_NO_EQUI","equipment costs too high","2019","2019",4.4,,
"ITD4","Friuli-Venezia Giulia","FAM_NO_COST","access costs too high","2019","2019",8.5,,
"ITD4","Friuli-Venezia Giulia","FAM_NO_SKIL","lack of skills","2019","2019",53.5,,
"ITD4","Friuli-Venezia Giulia","FAM_NO_SEC","privacy or security concerns","2019","2019",0.6,,
"ITD4","Friuli-Venezia Giulia","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",3.7,,
"ITD4","Friuli-Venezia Giulia","FAM_NO_OTH","other","2019","2019",5.9,,
"ITD5","Emilia-Romagna","FAM_INT_YES","households with internet access at home","2019","2019",79,,
"ITD5","Emilia-Romagna","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",9.1,,
"ITD5","Emilia-Romagna","FAM_NO_USE"," not useful, not interesting ","2019","2019",32.9,,
"ITD5","Emilia-Romagna","FAM_NO_EQUI","equipment costs too high","2019","2019",4.3,,
"ITD5","Emilia-Romagna","FAM_NO_COST","access costs too high","2019","2019",3.8,,
"ITD5","Emilia-Romagna","FAM_NO_SKIL","lack of skills","2019","2019",62.1,,
"ITD5","Emilia-Romagna","FAM_NO_SEC","privacy or security concerns","2019","2019",3.9,,
"ITD5","Emilia-Romagna","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",1.1,,
"ITD5","Emilia-Romagna","FAM_NO_OTH","other","2019","2019",8,,
"ITE","Centro (I)","FAM_INT_YES","households with internet access at home","2019","2019",78.9,,
"ITE","Centro (I)","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",10.2,,
"ITE","Centro (I)","FAM_NO_USE"," not useful, not interesting ","2019","2019",27,,
"ITE","Centro (I)","FAM_NO_EQUI","equipment costs too high","2019","2019",4.9,,
"ITE","Centro (I)","FAM_NO_COST","access costs too high","2019","2019",9.4,,
"ITE","Centro (I)","FAM_NO_SKIL","lack of skills","2019","2019",55.3,,
"ITE","Centro (I)","FAM_NO_SEC","privacy or security concerns","2019","2019",1.9,,
"ITE","Centro (I)","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",2.6,,
"ITE","Centro (I)","FAM_NO_OTH","other","2019","2019",4.7,,
"ITE1","Toscana","FAM_INT_YES","households with internet access at home","2019","2019",77.4,,
"ITE1","Toscana","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",12.3,,
"ITE1","Toscana","FAM_NO_USE"," not useful, not interesting ","2019","2019",33.3,,
"ITE1","Toscana","FAM_NO_EQUI","equipment costs too high","2019","2019",4.7,,
"ITE1","Toscana","FAM_NO_COST","access costs too high","2019","2019",5.3,,
"ITE1","Toscana","FAM_NO_SKIL","lack of skills","2019","2019",51.2,,
"ITE1","Toscana","FAM_NO_SEC","privacy or security concerns","2019","2019",1.8,,
"ITE1","Toscana","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",3.1,,
"ITE1","Toscana","FAM_NO_OTH","other","2019","2019",6,,
"ITE2","Umbria","FAM_INT_YES","households with internet access at home","2019","2019",77.4,,
"ITE2","Umbria","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",9.9,,
"ITE2","Umbria","FAM_NO_USE"," not useful, not interesting ","2019","2019",23.6,,
"ITE2","Umbria","FAM_NO_EQUI","equipment costs too high","2019","2019",2.9,,
"ITE2","Umbria","FAM_NO_COST","access costs too high","2019","2019",6.7,,
"ITE2","Umbria","FAM_NO_SKIL","lack of skills","2019","2019",66.7,,
"ITE2","Umbria","FAM_NO_SEC","privacy or security concerns","2019","2019",2.5,,
"ITE2","Umbria","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",6.8,,
"ITE2","Umbria","FAM_NO_OTH","other","2019","2019",3.1,,
"ITE3","Marche","FAM_INT_YES","households with internet access at home","2019","2019",76.7,,
"ITE3","Marche","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",9.3,,
"ITE3","Marche","FAM_NO_USE"," not useful, not interesting ","2019","2019",25.6,,
"ITE3","Marche","FAM_NO_EQUI","equipment costs too high","2019","2019",7.9,,
"ITE3","Marche","FAM_NO_COST","access costs too high","2019","2019",7.8,,
"ITE3","Marche","FAM_NO_SKIL","lack of skills","2019","2019",57.5,,
"ITE3","Marche","FAM_NO_SEC","privacy or security concerns","2019","2019",1.6,,
"ITE3","Marche","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",2.6,,
"ITE3","Marche","FAM_NO_OTH","other","2019","2019",6,,
"ITE4","Lazio","FAM_INT_YES","households with internet access at home","2019","2019",80.5,,
"ITE4","Lazio","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",9,,
"ITE4","Lazio","FAM_NO_USE"," not useful, not interesting ","2019","2019",23.3,,
"ITE4","Lazio","FAM_NO_EQUI","equipment costs too high","2019","2019",4.5,,
"ITE4","Lazio","FAM_NO_COST","access costs too high","2019","2019",13.3,,
"ITE4","Lazio","FAM_NO_SKIL","lack of skills","2019","2019",55.8,,
"ITE4","Lazio","FAM_NO_SEC","privacy or security concerns","2019","2019",2,,
"ITE4","Lazio","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",1.5,,
"ITE4","Lazio","FAM_NO_OTH","other","2019","2019",3.7,,
"ITF","Sud","FAM_INT_YES","households with internet access at home","2019","2019",71.4,,
"ITF","Sud","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",9.6,,
"ITF","Sud","FAM_NO_USE"," not useful, not interesting ","2019","2019",21.3,,
"ITF","Sud","FAM_NO_EQUI","equipment costs too high","2019","2019",10.7,,
"ITF","Sud","FAM_NO_COST","access costs too high","2019","2019",11.9,,
"ITF","Sud","FAM_NO_SKIL","lack of skills","2019","2019",55.5,,
"ITF","Sud","FAM_NO_SEC","privacy or security concerns","2019","2019",2.2,,
"ITF","Sud","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",2.3,,
"ITF","Sud","FAM_NO_OTH","other","2019","2019",2.9,,
"ITF1","Abruzzo","FAM_INT_YES","households with internet access at home","2019","2019",76.1,,
"ITF1","Abruzzo","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",14.2,,
"ITF1","Abruzzo","FAM_NO_USE"," not useful, not interesting ","2019","2019",28.3,,
"ITF1","Abruzzo","FAM_NO_EQUI","equipment costs too high","2019","2019",3.4,,
"ITF1","Abruzzo","FAM_NO_COST","access costs too high","2019","2019",4,,
"ITF1","Abruzzo","FAM_NO_SKIL","lack of skills","2019","2019",51.7,,
"ITF1","Abruzzo","FAM_NO_SEC","privacy or security concerns","2019","2019",2.4,,
"ITF1","Abruzzo","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",2.2,,
"ITF1","Abruzzo","FAM_NO_OTH","other","2019","2019",4.2,,
"ITF2","Molise","FAM_INT_YES","households with internet access at home","2019","2019",69,,
"ITF2","Molise","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",8.7,,
"ITF2","Molise","FAM_NO_USE"," not useful, not interesting ","2019","2019",14.8,,
"ITF2","Molise","FAM_NO_EQUI","equipment costs too high","2019","2019",4.8,,
"ITF2","Molise","FAM_NO_COST","access costs too high","2019","2019",7.6,,
"ITF2","Molise","FAM_NO_SKIL","lack of skills","2019","2019",65.3,,
"ITF2","Molise","FAM_NO_SEC","privacy or security concerns","2019","2019",1.2,,
"ITF2","Molise","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",4.6,,
"ITF2","Molise","FAM_NO_OTH","other","2019","2019",2.7,,
"ITF3","Campania","FAM_INT_YES","households with internet access at home","2019","2019",73.3,,
"ITF3","Campania","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",9.8,,
"ITF3","Campania","FAM_NO_USE"," not useful, not interesting ","2019","2019",22,,
"ITF3","Campania","FAM_NO_EQUI","equipment costs too high","2019","2019",14.3,,
"ITF3","Campania","FAM_NO_COST","access costs too high","2019","2019",17.5,,
"ITF3","Campania","FAM_NO_SKIL","lack of skills","2019","2019",52.2,,
"ITF3","Campania","FAM_NO_SEC","privacy or security concerns","2019","2019",2.1,,
"ITF3","Campania","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",2.8,,
"ITF3","Campania","FAM_NO_OTH","other","2019","2019",1.6,,
"ITF4","Puglia","FAM_INT_YES","households with internet access at home","2019","2019",69.6,,
"ITF4","Puglia","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",8.4,,
"ITF4","Puglia","FAM_NO_USE"," not useful, not interesting ","2019","2019",19,,
"ITF4","Puglia","FAM_NO_EQUI","equipment costs too high","2019","2019",10.2,,
"ITF4","Puglia","FAM_NO_COST","access costs too high","2019","2019",10.4,,
"ITF4","Puglia","FAM_NO_SKIL","lack of skills","2019","2019",57.1,,
"ITF4","Puglia","FAM_NO_SEC","privacy or security concerns","2019","2019",1.8,,
"ITF4","Puglia","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",1.1,,
"ITF4","Puglia","FAM_NO_OTH","other","2019","2019",3.8,,
"ITF5","Basilicata","FAM_INT_YES","households with internet access at home","2019","2019",69,,
"ITF5","Basilicata","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",4.9,,
"ITF5","Basilicata","FAM_NO_USE"," not useful, not interesting ","2019","2019",21.2,,
"ITF5","Basilicata","FAM_NO_EQUI","equipment costs too high","2019","2019",5.7,,
"ITF5","Basilicata","FAM_NO_COST","access costs too high","2019","2019",5.2,,
"ITF5","Basilicata","FAM_NO_SKIL","lack of skills","2019","2019",58.3,,
"ITF5","Basilicata","FAM_NO_SEC","privacy or security concerns","2019","2019",3.2,,
"ITF5","Basilicata","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",0.4,,
"ITF5","Basilicata","FAM_NO_OTH","other","2019","2019",4.4,,
"ITF6","Calabria","FAM_INT_YES","households with internet access at home","2019","2019",67.3,,
"ITF6","Calabria","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",10.3,,
"ITF6","Calabria","FAM_NO_USE"," not useful, not interesting ","2019","2019",21.7,,
"ITF6","Calabria","FAM_NO_EQUI","equipment costs too high","2019","2019",9.4,,
"ITF6","Calabria","FAM_NO_COST","access costs too high","2019","2019",9.1,,
"ITF6","Calabria","FAM_NO_SKIL","lack of skills","2019","2019",59.7,,
"ITF6","Calabria","FAM_NO_SEC","privacy or security concerns","2019","2019",3,,
"ITF6","Calabria","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",3.5,,
"ITF6","Calabria","FAM_NO_OTH","other","2019","2019",3,,
"ITG","Isole","FAM_INT_YES","households with internet access at home","2019","2019",71.3,,
"ITG","Isole","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",7.3,,
"ITG","Isole","FAM_NO_USE"," not useful, not interesting ","2019","2019",26,,
"ITG","Isole","FAM_NO_EQUI","equipment costs too high","2019","2019",8.8,,
"ITG","Isole","FAM_NO_COST","access costs too high","2019","2019",11.9,,
"ITG","Isole","FAM_NO_SKIL","lack of skills","2019","2019",57.3,,
"ITG","Isole","FAM_NO_SEC","privacy or security concerns","2019","2019",2.4,,
"ITG","Isole","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",1.5,,
"ITG","Isole","FAM_NO_OTH","other","2019","2019",3.3,,
"ITG1","Sicilia","FAM_INT_YES","households with internet access at home","2019","2019",69.4,,
"ITG1","Sicilia","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",6.2,,
"ITG1","Sicilia","FAM_NO_USE"," not useful, not interesting ","2019","2019",26.2,,
"ITG1","Sicilia","FAM_NO_EQUI","equipment costs too high","2019","2019",9,,
"ITG1","Sicilia","FAM_NO_COST","access costs too high","2019","2019",12.7,,
"ITG1","Sicilia","FAM_NO_SKIL","lack of skills","2019","2019",58.7,,
"ITG1","Sicilia","FAM_NO_SEC","privacy or security concerns","2019","2019",2.8,,
"ITG1","Sicilia","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",1.3,,
"ITG1","Sicilia","FAM_NO_OTH","other","2019","2019",3.1,,
"ITG2","Sardegna","FAM_INT_YES","households with internet access at home","2019","2019",76.5,,
"ITG2","Sardegna","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",11.3,,
"ITG2","Sardegna","FAM_NO_USE"," not useful, not interesting ","2019","2019",25.3,,
"ITG2","Sardegna","FAM_NO_EQUI","equipment costs too high","2019","2019",8,,
"ITG2","Sardegna","FAM_NO_COST","access costs too high","2019","2019",9.3,,
"ITG2","Sardegna","FAM_NO_SKIL","lack of skills","2019","2019",52.2,,
"ITG2","Sardegna","FAM_NO_SEC","privacy or security concerns","2019","2019",0.9,,
"ITG2","Sardegna","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",2.1,,
"ITG2","Sardegna","FAM_NO_OTH","other","2019","2019",4.2,,
"2","metropolitan area - centre","FAM_INT_YES","households with internet access at home","2019","2019",80.4,,
"2","metropolitan area - centre","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",10.2,,
"2","metropolitan area - centre","FAM_NO_USE"," not useful, not interesting ","2019","2019",21,,
"2","metropolitan area - centre","FAM_NO_EQUI","equipment costs too high","2019","2019",6.9,,
"2","metropolitan area - centre","FAM_NO_COST","access costs too high","2019","2019",13.8,,
"2","metropolitan area - centre","FAM_NO_SKIL","lack of skills","2019","2019",59.5,,
"2","metropolitan area - centre","FAM_NO_SEC","privacy or security concerns","2019","2019",0.9,,
"2","metropolitan area - centre","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",0.2,,
"2","metropolitan area - centre","FAM_NO_OTH","other","2019","2019",4.4,,
"3","metropolitan area - suburbs","FAM_INT_YES","households with internet access at home","2019","2019",79.3,,
"3","metropolitan area - suburbs","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",9.7,,
"3","metropolitan area - suburbs","FAM_NO_USE"," not useful, not interesting ","2019","2019",27.7,,
"3","metropolitan area - suburbs","FAM_NO_EQUI","equipment costs too high","2019","2019",9.1,,
"3","metropolitan area - suburbs","FAM_NO_COST","access costs too high","2019","2019",11.8,,
"3","metropolitan area - suburbs","FAM_NO_SKIL","lack of skills","2019","2019",52.1,,
"3","metropolitan area - suburbs","FAM_NO_SEC","privacy or security concerns","2019","2019",2.2,,
"3","metropolitan area - suburbs","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",1.7,,
"3","metropolitan area - suburbs","FAM_NO_OTH","other","2019","2019",5.3,,
"6","until 2,000 inhab.","FAM_INT_YES","households with internet access at home","2019","2019",69.6,,
"6","until 2,000 inhab.","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",8.2,,
"6","until 2,000 inhab.","FAM_NO_USE"," not useful, not interesting ","2019","2019",20.8,,
"6","until 2,000 inhab.","FAM_NO_EQUI","equipment costs too high","2019","2019",4.9,,
"6","until 2,000 inhab.","FAM_NO_COST","access costs too high","2019","2019",6,,
"6","until 2,000 inhab.","FAM_NO_SKIL","lack of skills","2019","2019",63.6,,
"6","until 2,000 inhab.","FAM_NO_SEC","privacy or security concerns","2019","2019",0.8,,
"6","until 2,000 inhab.","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",7.2,,
"6","until 2,000 inhab.","FAM_NO_OTH","other","2019","2019",2.9,,
"7","2,001 - 10,000 inhab.","FAM_INT_YES","households with internet access at home","2019","2019",73.4,,
"7","2,001 - 10,000 inhab.","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",8.8,,
"7","2,001 - 10,000 inhab.","FAM_NO_USE"," not useful, not interesting ","2019","2019",26.9,,
"7","2,001 - 10,000 inhab.","FAM_NO_EQUI","equipment costs too high","2019","2019",6.4,,
"7","2,001 - 10,000 inhab.","FAM_NO_COST","access costs too high","2019","2019",7.3,,
"7","2,001 - 10,000 inhab.","FAM_NO_SKIL","lack of skills","2019","2019",55.9,,
"7","2,001 - 10,000 inhab.","FAM_NO_SEC","privacy or security concerns","2019","2019",2.5,,
"7","2,001 - 10,000 inhab.","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",3,,
"7","2,001 - 10,000 inhab.","FAM_NO_OTH","other","2019","2019",4.2,,
"8","10,001 - 50,000 inhab.","FAM_INT_YES","households with internet access at home","2019","2019",74.5,,
"8","10,001 - 50,000 inhab.","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",9.9,,
"8","10,001 - 50,000 inhab.","FAM_NO_USE"," not useful, not interesting ","2019","2019",26.8,,
"8","10,001 - 50,000 inhab.","FAM_NO_EQUI","equipment costs too high","2019","2019",6.7,,
"8","10,001 - 50,000 inhab.","FAM_NO_COST","access costs too high","2019","2019",9.6,,
"8","10,001 - 50,000 inhab.","FAM_NO_SKIL","lack of skills","2019","2019",54.4,,
"8","10,001 - 50,000 inhab.","FAM_NO_SEC","privacy or security concerns","2019","2019",2.2,,
"8","10,001 - 50,000 inhab.","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",1.3,,
"8","10,001 - 50,000 inhab.","FAM_NO_OTH","other","2019","2019",4.1,,
"9","50,001 inhab. and over","FAM_INT_YES","households with internet access at home","2019","2019",77.4,,
"9","50,001 inhab. and over","FAM_NO_ELSE","have access to internet elsewhere","2019","2019",8,,
"9","50,001 inhab. and over","FAM_NO_USE"," not useful, not interesting ","2019","2019",25.3,,
"9","50,001 inhab. and over","FAM_NO_EQUI","equipment costs too high","2019","2019",9.1,,
"9","50,001 inhab. and over","FAM_NO_COST","access costs too high","2019","2019",7.3,,
"9","50,001 inhab. and over","FAM_NO_SKIL","lack of skills","2019","2019",58,,
"9","50,001 inhab. and over","FAM_NO_SEC","privacy or security concerns","2019","2019",3.9,,
"9","50,001 inhab. and over","FAM_NO_BROAD","broadband internet not available in our area","2019","2019",0.7,,
"9","50,001 inhab. and over","FAM_NO_OTH","other","2019","2019",8.1,,
